,user,#_messages,#_messages_as_percentage_of_total,mean,time_delta,programming_language
17435,Rucker,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17436,Ruddy,6,7.972180279695973e-07,0.5,0 days 00:06:34.162000,python
17437,Rudesindo,2,2.657393426565324e-07,0.16666666666666666,0 days 00:01:33.578000,python
17438,Rudi,147,1.9531841685255133e-05,12.25,68 days 07:58:29.128000,python
17439,Rudolf,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17440,Rudra,59,7.839310608367706e-06,4.916666666666667,3 days 23:30:16.794000,python
17441,Rudraksh,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17442,Rudransh,18,2.3916540839087917e-06,1.5,23 days 22:20:00.681000,python
17443,Rudy,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:43.102000,python
17444,Rue,37,4.91617783914585e-06,3.0833333333333335,111 days 07:18:42.714000,python
17445,Rueben,10,1.3286967132826622e-06,0.8333333333333334,0 days 01:43:09.415000,python
17446,Ruel,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17447,Ruelle,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17448,Rufino,6,7.972180279695973e-07,0.5,0 days 00:03:01.806000,python
17449,Rufo,330,4.384699153832785e-05,27.5,30 days 10:11:10.355000,python
17450,Rufta,5,6.643483566413311e-07,0.4166666666666667,3 days 17:34:43.997000,python
17451,Rufus,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17452,Ruger,37,4.91617783914585e-06,3.0833333333333335,18 days 16:48:01.715000,python
17453,Ruhaan,4,5.314786853130648e-07,0.3333333333333333,21 days 09:07:48.591000,python
17454,Ruhan,5,6.643483566413311e-07,0.4166666666666667,0 days 00:14:21.197000,python
17455,Ruhani,110,1.4615663846109283e-05,9.166666666666666,26 days 23:36:10.548000,python
17456,Ruhee,127,1.687444825868981e-05,10.583333333333334,207 days 10:38:40.012000,python
17457,Rui,127,1.687444825868981e-05,10.583333333333334,55 days 07:56:59.215000,python
17458,Ruijie,2,2.657393426565324e-07,0.16666666666666666,0 days 00:01:05.812000,python
17459,Ruka,3,3.9860901398479863e-07,0.25,0 days 19:40:59.580000,python
17460,Rukiya,12,1.5944360559391945e-06,1.0,4 days 13:14:18.466000,python
17461,Rumaisa,3,3.9860901398479863e-07,0.25,74 days 08:41:51.718000,python
17462,Ruman,4,5.314786853130648e-07,0.3333333333333333,0 days 00:01:31.816000,python
17463,Rumaysa,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:07.039000,python
17464,Rumer,7,9.300876992978635e-07,0.5833333333333334,30 days 22:11:30.040000,python
17465,Rumi,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:14.995000,python
17466,Runa,3,3.9860901398479863e-07,0.25,91 days 04:10:41.649000,python
17467,Rune,18,2.3916540839087917e-06,1.5,3 days 23:35:53.015000,python
17468,Rupert,802,0.00010656147640526951,66.83333333333333,14 days 17:37:13.083000,python
17469,Ruqaiya,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17470,Ruqayyah,7,9.300876992978635e-07,0.5833333333333334,263 days 20:35:02.679000,python
17471,Rusalin,19,2.5245237552370583e-06,1.5833333333333333,75 days 11:36:53.953000,python
17472,Rush,13,1.7273057272674607e-06,1.0833333333333333,0 days 00:32:57.207000,python
17473,Rushda,4,5.314786853130648e-07,0.3333333333333333,71 days 15:21:02.276000,python
17474,Rusi,5,6.643483566413311e-07,0.4166666666666667,132 days 16:40:06.464000,python
17475,Ruslan,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17476,Ruslanas,22,2.9231327692218568e-06,1.8333333333333333,61 days 09:40:25.754000,python
17477,Russel,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17478,Russell,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17479,Rustam,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17480,Rustin,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17481,Rusty,8,1.0629573706261297e-06,0.6666666666666666,135 days 09:15:16.376000,python
17482,Rut,45,5.97913520977198e-06,3.75,147 days 10:09:18.662000,python
17483,Ruta,6,7.972180279695973e-07,0.5,12 days 08:50:44.643000,python
17484,Ruth,115,1.5280012202750616e-05,9.583333333333334,7 days 21:54:31.447000,python
17485,Ruthann,12,1.5944360559391945e-06,1.0,69 days 14:44:02.587000,python
17486,Ruthanna,27,3.587481125863188e-06,2.25,32 days 06:38:57.199000,python
17487,Rutherford,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17488,Ruthie,14,1.860175398595727e-06,1.1666666666666667,0 days 00:08:50.075000,python
17489,Ruthvik,5,6.643483566413311e-07,0.4166666666666667,0 days 00:04:25.957000,python
17490,Ruthy,56,7.440701594382908e-06,4.666666666666667,50 days 21:47:57.343000,python
17491,Rutila,24,3.188872111878389e-06,2.0,143 days 15:37:50.272000,python
17492,Rutvi,21,2.7902630978935906e-06,1.75,0 days 00:10:51.972000,python
17493,Ruweyda,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17494,Ruxton,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17495,Ruy,8,1.0629573706261297e-06,0.6666666666666666,0 days 00:06:07.430000,python
17496,Ruyman,2,2.657393426565324e-07,0.16666666666666666,0 days 00:01:09.823000,python
17497,Ry,80,1.0629573706261298e-05,6.666666666666667,233 days 19:47:42.588000,python
17498,Rya,87,1.155966140555916e-05,7.25,1 days 00:11:39.846000,python
17499,Ryad,204,2.7105412950966308e-05,17.0,30 days 00:24:39.004000,python
17500,Ryah,8,1.0629573706261297e-06,0.6666666666666666,3 days 15:01:43.515000,python
17501,Ryane,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17502,Ryann,6,7.972180279695973e-07,0.5,0 days 00:03:13.799000,python
17503,Ryanna,17,2.2587844125805255e-06,1.4166666666666667,42 days 08:12:48.759000,python
17504,Ryanne,9,1.1958270419543959e-06,0.75,2 days 00:33:56.015000,python
17505,Ryat,7,9.300876992978635e-07,0.5833333333333334,30 days 03:26:12.081000,python
17506,Rydar,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17507,Ryden,117,1.5545751545407146e-05,9.75,243 days 12:23:46.112000,python
17508,Rye,10,1.3286967132826622e-06,0.8333333333333334,66 days 11:02:00.674000,python
17509,Ryelle,133,1.7671666286659408e-05,11.083333333333334,108 days 22:23:29.018000,python
17510,Ryelynn,41,5.447656524458915e-06,3.4166666666666665,47 days 15:27:25.581000,python
17511,Ryenn,29,3.85322046851972e-06,2.4166666666666665,258 days 17:22:49.165000,python
17512,Ryer,9,1.1958270419543959e-06,0.75,0 days 00:06:08.356000,python
17513,Ryerson,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:28.479000,python
17514,Ryett,12,1.5944360559391945e-06,1.0,2 days 10:30:42.377000,python
17515,Ryhan,7,9.300876992978635e-07,0.5833333333333334,21 days 01:42:27.638000,python
17516,Ryheem,58,7.70644093703944e-06,4.833333333333333,8 days 05:55:19.010000,python
17517,Ryiah,49,6.510613895085045e-06,4.083333333333333,4 days 01:56:16.619000,python
17518,Ryian,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17519,Rykar,210,2.7902630978935904e-05,17.5,215 days 04:05:00.701000,python
17520,Ryken,8,1.0629573706261297e-06,0.6666666666666666,3 days 06:37:31.770000,python
17521,Ryker,3,3.9860901398479863e-07,0.25,73 days 12:33:21.216000,python
17522,Rylan,18,2.3916540839087917e-06,1.5,164 days 17:31:04.724000,python
17523,Ryle,29,3.85322046851972e-06,2.4166666666666665,0 days 06:13:18.236000,python
17524,Rylea,4,5.314786853130648e-07,0.3333333333333333,0 days 00:00:53.415000,python
17525,Ryleah,3,3.9860901398479863e-07,0.25,105 days 20:58:07.316000,python
17526,Rylee,74,9.8323556782917e-06,6.166666666666667,23 days 20:46:25.143000,python
17527,Rylei,90,1.195827041954396e-05,7.5,18 days 02:47:30.101000,python
17528,Ryleigh,99,1.3154097461498356e-05,8.25,46 days 02:41:45.869000,python
17529,Rylen,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17530,Ryler,4,5.314786853130648e-07,0.3333333333333333,0 days 00:02:51.594000,python
17531,Ryley,43,5.713395867115447e-06,3.5833333333333335,8 days 17:47:17.607000,python
17532,Rylie,3,3.9860901398479863e-07,0.25,18 days 16:54:25.102000,python
17533,Ryliegh,5,6.643483566413311e-07,0.4166666666666667,54 days 05:58:20.100000,python
17534,Rylin,177,2.351793182510312e-05,14.75,24 days 06:59:40.635000,python
17535,Rylo,6,7.972180279695973e-07,0.5,150 days 08:19:58.094000,python
17536,Rylon,154,2.0461929384552996e-05,12.833333333333334,237 days 20:10:32.187000,python
17537,Rylyn,3,3.9860901398479863e-07,0.25,1 days 04:44:55.263000,python
17538,Rylynn,7,9.300876992978635e-07,0.5833333333333334,34 days 05:02:13.236000,python
17539,Rylynne,35,4.650438496489318e-06,2.9166666666666665,0 days 05:46:35.556000,python
17540,Ryma,8,1.0629573706261297e-06,0.6666666666666666,228 days 14:51:43.681000,python
17541,Rymir,9,1.1958270419543959e-06,0.75,18 days 22:24:19.707000,python
17542,Ryne,5,6.643483566413311e-07,0.4166666666666667,0 days 00:03:56.768000,python
17543,Rynlee,12,1.5944360559391945e-06,1.0,263 days 18:38:04.108000,python
17544,Rynleigh,343,4.557429726559531e-05,28.583333333333332,332 days 16:03:29.865000,python
17545,Rynn,10,1.3286967132826622e-06,0.8333333333333334,10 days 04:02:22.262000,python
17546,Ryon,3,3.9860901398479863e-07,0.25,0 days 00:09:31.265000,python
17547,Ryott,4,5.314786853130648e-07,0.3333333333333333,0 days 12:01:22.723000,python
17548,Ryser,20,2.6573934265653244e-06,1.6666666666666667,15 days 13:40:24.017000,python
17549,Ryson,7,9.300876992978635e-07,0.5833333333333334,6 days 00:54:45.305000,python
17550,Ryver,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17551,Ryze,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17552,Ryzen,2,2.657393426565324e-07,0.16666666666666666,0 days 00:02:32.949000,python
17553,Saad,7,9.300876992978635e-07,0.5833333333333334,102 days 09:14:46.080000,python
17554,Saadi,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17555,Saadia,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17556,Saadiq,9,1.1958270419543959e-06,0.75,283 days 03:21:53.075000,python
17557,Saahir,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17558,Saaid,12,1.5944360559391945e-06,1.0,27 days 02:53:37.838000,python
17559,Saanjh,21,2.7902630978935906e-06,1.75,0 days 00:14:43.935000,python
17560,Saanvi,4,5.314786853130648e-07,0.3333333333333333,0 days 07:25:36.791000,python
17561,Saara,3,3.9860901398479863e-07,0.25,5 days 18:51:44.436000,python
17562,Saarth,43,5.713395867115447e-06,3.5833333333333335,12 days 20:31:44.864000,python
17563,Saathvik,8,1.0629573706261297e-06,0.6666666666666666,2 days 23:08:27.810000,python
17564,Saavya,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:07.213000,python
17565,Sabah,2,2.657393426565324e-07,0.16666666666666666,0 days 01:11:21.755000,python
17566,Sabas,2,2.657393426565324e-07,0.16666666666666666,0 days 07:11:00.707000,python
17567,Sabastian,3,3.9860901398479863e-07,0.25,0 days 00:04:01.184000,python
17568,Sabastion,5,6.643483566413311e-07,0.4166666666666667,155 days 10:08:12.555000,python
17569,Sabbath,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17570,Sabella,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17571,Saber,4,5.314786853130648e-07,0.3333333333333333,56 days 16:21:21.666000,python
17572,Sabi,4,5.314786853130648e-07,0.3333333333333333,17 days 20:49:12.850000,python
17573,Sabiel,24,3.188872111878389e-06,2.0,0 days 00:25:27.953000,python
17574,Sabiha,65,8.636528636337304e-06,5.416666666666667,73 days 07:34:26.408000,python
17575,Sabin,15,1.9930450699239932e-06,1.25,275 days 14:48:43.687000,python
17576,Sabina,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:51.646000,python
17577,Sable,29,3.85322046851972e-06,2.4166666666666665,39 days 03:55:41.878000,python
17578,Sabre,2,2.657393426565324e-07,0.16666666666666666,0 days 00:01:12.412000,python
17579,Sabreena,13,1.7273057272674607e-06,1.0833333333333333,0 days 22:48:08.231000,python
17580,Sabria,2,2.657393426565324e-07,0.16666666666666666,75 days 06:16:11.496000,python
17581,Sabriel,40,5.314786853130649e-06,3.3333333333333335,25 days 02:32:53.960000,python
17582,Sabrin,15,1.9930450699239932e-06,1.25,49 days 07:06:54.314000,python
17583,Sabrine,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17584,Sachi,79,1.0496704034933031e-05,6.583333333333333,0 days 03:28:32.822000,python
17585,Sachin,141,1.8734623657285537e-05,11.75,59 days 23:15:12.794000,python
17586,Sada,937,0.00012449888203458544,78.08333333333333,188 days 03:18:17.219000,python
17587,Sadaf,4,5.314786853130648e-07,0.3333333333333333,0 days 00:01:32.490000,python
17588,Sadam,8,1.0629573706261297e-06,0.6666666666666666,26 days 18:08:32.128000,python
17589,Sadaqat,3,3.9860901398479863e-07,0.25,0 days 00:02:53.578000,python
17590,Saddam,32,4.251829482504519e-06,2.6666666666666665,11 days 04:17:01.496000,python
17591,Saddik,11,1.4615663846109284e-06,0.9166666666666666,43 days 19:27:39,python
17592,Sade,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17593,Sadek,53,7.042092580398109e-06,4.416666666666667,252 days 15:07:58.913000,python
17594,Sadelle,4,5.314786853130648e-07,0.3333333333333333,74 days 06:52:58.346000,python
17595,Sadia,135,1.7937405629315938e-05,11.25,23 days 11:45:20.361000,python
17596,Sadibou,7,9.300876992978635e-07,0.5833333333333334,0 days 01:04:40.281000,python
17597,Sadiel,5,6.643483566413311e-07,0.4166666666666667,0 days 00:14:39.372000,python
17598,Sadik,8,1.0629573706261297e-06,0.6666666666666666,0 days 00:02:32.752000,python
17599,Sadiq,11,1.4615663846109284e-06,0.9166666666666666,0 days 00:10:20.505000,python
17600,Sadiya,135,1.7937405629315938e-05,11.25,67 days 09:27:00.729000,python
17601,Sadiyah,5,6.643483566413311e-07,0.4166666666666667,0 days 00:02:23.366000,python
17602,Sadou,55,7.307831923054642e-06,4.583333333333333,29 days 06:44:04.635000,python
17603,Sadrac,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17604,Sady,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17605,Saed,32,4.251829482504519e-06,2.6666666666666665,163 days 19:53:29.117000,python
17606,Saeda,6,7.972180279695973e-07,0.5,0 days 00:04:24.824000,python
17607,Saeed,22,2.9231327692218568e-06,1.8333333333333333,144 days 22:29:25.476000,python
17608,Saeid,3,3.9860901398479863e-07,0.25,0 days 00:03:12.471000,python
17609,Sael,27,3.587481125863188e-06,2.25,16 days 14:21:17.595000,python
17610,Saer,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:14.746000,python
17611,Saesha,21,2.7902630978935906e-06,1.75,83 days 15:01:29.759000,python
17612,Safal,576,7.653293068508133e-05,48.0,191 days 18:59:15.567000,python
17613,Safdar,8,1.0629573706261297e-06,0.6666666666666666,0 days 21:15:37.158000,python
17614,Saffron,20,2.6573934265653244e-06,1.6666666666666667,0 days 18:50:11.743000,python
17615,Safi,5,6.643483566413311e-07,0.4166666666666667,1 days 13:54:23.058000,python
17616,Safiatou,7,9.300876992978635e-07,0.5833333333333334,0 days 00:02:27.387000,python
17617,Safina,8,1.0629573706261297e-06,0.6666666666666666,1 days 18:39:20.427000,python
17618,Safir,4,5.314786853130648e-07,0.3333333333333333,0 days 00:03:06.674000,python
17619,Safiya,14,1.860175398595727e-06,1.1666666666666667,91 days 00:03:16.220000,python
17620,Safiyyah,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17621,Safouane,34,4.517568825161051e-06,2.8333333333333335,230 days 13:25:49.523000,python
17622,Safreen,13,1.7273057272674607e-06,1.0833333333333333,7 days 13:56:04.355000,python
17623,Safuan,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17624,Safwan,124,1.6475839244705012e-05,10.333333333333334,86 days 17:52:17.828000,python
17625,Sagal,4,5.314786853130648e-07,0.3333333333333333,2 days 10:50:48.399000,python
17626,Sagan,12,1.5944360559391945e-06,1.0,0 days 00:16:13.241000,python
17627,Sagar,2,2.657393426565324e-07,0.16666666666666666,0 days 00:06:56.179000,python
17628,Sahaaj,51,6.776353237741577e-06,4.25,169 days 14:30:22.609000,python
17629,Sahal,17,2.2587844125805255e-06,1.4166666666666667,204 days 18:28:47.269000,python
17630,Sahalie,3,3.9860901398479863e-07,0.25,1 days 20:57:23.146000,python
17631,Sahan,2004,0.0002662708213418455,167.0,151 days 04:44:54.595000,python
17632,Sahara,29,3.85322046851972e-06,2.4166666666666665,331 days 13:44:47.120000,python
17633,Saharah,8,1.0629573706261297e-06,0.6666666666666666,52 days 21:30:20.998000,python
17634,Sahas,2,2.657393426565324e-07,0.16666666666666666,0 days 00:03:00.120000,python
17635,Saheed,35,4.650438496489318e-06,2.9166666666666665,7 days 09:43:57.404000,python
17636,Sahel,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17637,Sahib,55,7.307831923054642e-06,4.583333333333333,40 days 11:34:30.369000,python
17638,Sahibjot,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17639,Sahid,199,2.6441064594324975e-05,16.583333333333332,24 days 21:24:48.186000,python
17640,Sahil,34,4.517568825161051e-06,2.8333333333333335,21 days 13:37:56.270000,python
17641,Sahily,1323,0.0001757865751672962,110.25,73 days 01:20:41.809000,python
17642,Sahori,7,9.300876992978635e-07,0.5833333333333334,0 days 07:32:17.771000,python
17643,Sahory,1707,0.00022680852895735044,142.25,23 days 07:10:25.617000,python
17644,Sahra,10,1.3286967132826622e-06,0.8333333333333334,297 days 12:04:59.583000,python
17645,Sahriyah,6,7.972180279695973e-07,0.5,2 days 01:20:19.582000,python
17646,Sai,9,1.1958270419543959e-06,0.75,0 days 00:24:27.025000,python
17647,Saibo,16,2.1259147412522594e-06,1.3333333333333333,0 days 00:21:32.439000,python
17648,Saibou,239,3.175585144745563e-05,19.916666666666668,9 days 03:52:03.093000,python
17649,Said,447,5.9392743083734996e-05,37.25,173 days 19:55:16.169000,python
17650,Saida,5,6.643483566413311e-07,0.4166666666666667,101 days 03:17:47.881000,python
17651,Saide,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17652,Saif,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17653,Saifan,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17654,Saiful,43,5.713395867115447e-06,3.5833333333333335,195 days 06:23:12.381000,python
17655,Saifullah,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17656,Saihou,4,5.314786853130648e-07,0.3333333333333333,0 days 00:03:18.429000,python
17657,Saije,2,2.657393426565324e-07,0.16666666666666666,0 days 00:01:23.712000,python
17658,Saikou,4,5.314786853130648e-07,0.3333333333333333,185 days 15:03:35.519000,python
17659,Sailah,6,7.972180279695973e-07,0.5,0 days 00:24:20.525000,python
17660,Sailas,7,9.300876992978635e-07,0.5833333333333334,130 days 16:12:25.443000,python
17661,Sailee,13,1.7273057272674607e-06,1.0833333333333333,0 days 12:10:43.421000,python
17662,Sailey,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:25.762000,python
17663,Saim,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17664,Saina,10,1.3286967132826622e-06,0.8333333333333334,11 days 23:52:36.603000,python
17665,Sair,28,3.720350797191454e-06,2.3333333333333335,169 days 11:52:39.138000,python
17666,Saire,37,4.91617783914585e-06,3.0833333333333335,19 days 21:25:29.171000,python
17667,Saisha,4,5.314786853130648e-07,0.3333333333333333,0 days 00:09:18.679000,python
17668,Saiya,152,2.0196190041896466e-05,12.666666666666666,184 days 05:01:45.390000,python
17669,Saiyan,3,3.9860901398479863e-07,0.25,195 days 20:22:27.307000,python
17670,Sajad,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17671,Saje,313,4.158820712574733e-05,26.083333333333332,75 days 08:39:33.967000,python
17672,Sajid,9,1.1958270419543959e-06,0.75,0 days 00:21:22.061000,python
17673,Sajjad,3,3.9860901398479863e-07,0.25,130 days 00:00:32.531000,python
17674,Sakai,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17675,Sakari,15,1.9930450699239932e-06,1.25,1 days 00:59:34.205000,python
17676,Sakeena,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17677,Saket,4,5.314786853130648e-07,0.3333333333333333,4 days 04:02:51.467000,python
17678,Saki,56,7.440701594382908e-06,4.666666666666667,31 days 20:29:52.242000,python
17679,Sakina,99,1.3154097461498356e-05,8.25,23 days 09:08:41.331000,python
17680,Sakinah,8,1.0629573706261297e-06,0.6666666666666666,155 days 12:30:21.160000,python
17681,Sakiyah,12,1.5944360559391945e-06,1.0,1 days 12:12:32.396000,python
17682,Saksham,5,6.643483566413311e-07,0.4166666666666667,0 days 00:10:01.977000,python
17683,Sakura,159,2.112627774119433e-05,13.25,172 days 20:46:02.825000,python
17684,Sal,393,5.221778083200862e-05,32.75,28 days 04:41:36.094000,python
17685,Saladino,5,6.643483566413311e-07,0.4166666666666667,19 days 05:22:58.887000,python
17686,Salah,16,2.1259147412522594e-06,1.3333333333333333,133 days 14:12:45.443000,python
17687,Salaheddin,2,2.657393426565324e-07,0.16666666666666666,0 days 03:13:06.065000,python
17688,Salahedin,61,8.10504995102424e-06,5.083333333333333,325 days 20:45:27.260000,python
17689,Salahudin,21,2.7902630978935906e-06,1.75,247 days 05:56:12.996000,python
17690,Salama,44,5.8462655384437135e-06,3.6666666666666665,79 days 19:45:35.119000,python
17691,Salamu,9,1.1958270419543959e-06,0.75,6 days 02:50:28.151000,python
17692,Salatiel,25,3.3217417832066552e-06,2.0833333333333335,8 days 21:08:51.756000,python
17693,Salaya,4,5.314786853130648e-07,0.3333333333333333,0 days 16:44:12.601000,python
17694,Salayah,2,2.657393426565324e-07,0.16666666666666666,2 days 02:49:20.390000,python
17695,Saleah,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17696,Salec,10,1.3286967132826622e-06,0.8333333333333334,223 days 00:16:19.893000,python
17697,Saleem,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17698,Saleena,8,1.0629573706261297e-06,0.6666666666666666,249 days 11:49:57.595000,python
17699,Saleh,47,6.244874552428512e-06,3.9166666666666665,25 days 00:51:28.450000,python
17700,Saleha,96,1.2755488447513556e-05,8.0,0 days 01:46:49.179000,python
17701,Salek,5,6.643483566413311e-07,0.4166666666666667,0 days 16:28:06.313000,python
17702,Sali,64,8.503658965009038e-06,5.333333333333333,119 days 01:40:33.690000,python
17703,Salia,130,1.7273057272674608e-05,10.833333333333334,90 days 03:31:25.843000,python
17704,Saliah,6,7.972180279695973e-07,0.5,6 days 02:22:10.076000,python
17705,Salice,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:16.467000,python
17706,Salif,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17707,Salifou,17,2.2587844125805255e-06,1.4166666666666667,2 days 17:59:39.520000,python
17708,Salifu,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:07.691000,python
17709,Saliha,21,2.7902630978935906e-06,1.75,64 days 11:36:24.604000,python
17710,Salim,23,3.056002440550123e-06,1.9166666666666667,59 days 03:34:11.755000,python
17711,Salimata,305,4.0525249755121196e-05,25.416666666666668,210 days 02:20:06.224000,python
17712,Salimatou,6,7.972180279695973e-07,0.5,1 days 09:16:12.779000,python
17713,Salimou,5,6.643483566413311e-07,0.4166666666666667,36 days 11:51:01.133000,python
17714,Saliou,163,2.1657756426507392e-05,13.583333333333334,86 days 18:37:51.006000,python
17715,Saliu,4,5.314786853130648e-07,0.3333333333333333,44 days 19:28:22.728000,python
17716,Salix,11,1.4615663846109284e-06,0.9166666666666666,133 days 04:06:09.725000,python
17717,Sallam,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:06.359000,python
17718,Sally,40,5.314786853130649e-06,3.3333333333333335,32 days 10:06:50.691000,python
17719,Sallyann,3,3.9860901398479863e-07,0.25,16 days 12:42:22.057000,python
17720,Salma,4,5.314786853130648e-07,0.3333333333333333,182 days 03:06:07.043000,python
17721,Salmaan,36,4.783308167817583e-06,3.0,3 days 21:12:58.181000,python
17722,Salmane,423,5.620387097185661e-05,35.25,101 days 03:51:04.388000,python
17723,Salomon,23,3.056002440550123e-06,1.9166666666666667,88 days 09:13:52.237000,python
17724,Saloum,9,1.1958270419543959e-06,0.75,0 days 10:11:35.285000,python
17725,Salsabil,81,1.0762443377589563e-05,6.75,28 days 02:42:40.955000,python
17726,Salvador,575,7.640006101375308e-05,47.916666666666664,10 days 01:14:37.378000,python
17727,Salvatore,15,1.9930450699239932e-06,1.25,0 days 00:07:52.381000,python
17728,Salwa,94,1.2489749104857025e-05,7.833333333333333,44 days 12:51:15.505000,python
17729,Sam,168,2.2322104783148725e-05,14.0,194 days 04:42:13.609000,python
17730,Sama,18,2.3916540839087917e-06,1.5,75 days 00:45:20.137000,python
17731,Samad,24,3.188872111878389e-06,2.0,100 days 17:47:44.885000,python
17732,Samadhi,27,3.587481125863188e-06,2.25,102 days 10:19:54.340000,python
17733,Samael,121,1.6077230230720212e-05,10.083333333333334,135 days 00:04:06.218000,python
17734,Samah,5,6.643483566413311e-07,0.4166666666666667,0 days 04:16:42.958000,python
17735,Samai,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17736,Samaiah,9,1.1958270419543959e-06,0.75,99 days 07:46:36.562000,python
17737,Samaira,3,3.9860901398479863e-07,0.25,0 days 00:08:13.135000,python
17738,Samaiya,11,1.4615663846109284e-06,0.9166666666666666,15 days 00:16:56.156000,python
17739,Samaje,19,2.5245237552370583e-06,1.5833333333333333,35 days 05:30:01.248000,python
17740,Samaksh,185,2.458088919572925e-05,15.416666666666666,0 days 21:43:52.148000,python
17741,Samanta,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17742,Samantha,2,2.657393426565324e-07,0.16666666666666666,0 days 00:00:13.293000,python
17743,Samara,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17744,Samarah,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17745,Samari,106,1.4084185160796219e-05,8.833333333333334,347 days 19:04:12.519000,python
17746,Samariah,4,5.314786853130648e-07,0.3333333333333333,236 days 20:13:58.177000,python
17747,Samarion,80,1.0629573706261298e-05,6.666666666666667,183 days 13:19:58.499000,python
17748,Samarth,64,8.503658965009038e-06,5.333333333333333,43 days 11:15:32.449000,python
17749,Samary,54,7.174962251726376e-06,4.5,149 days 00:34:39.544000,python
17750,Samay,2,2.657393426565324e-07,0.16666666666666666,2 days 02:26:22.565000,python
17751,Samaya,13,1.7273057272674607e-06,1.0833333333333333,57 days 09:26:59.370000,python
17752,Samayah,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
17753,Samayra,137,1.820314497197247e-05,11.416666666666666,4 days 17:11:38.203000,python
17754,Samba,1,1.328696713282662e-07,0.08333333333333333,0 days 00:00:00,python
